Correlativo;Tipo_bano;Variante;Fecha;Proceso;T_Espera_min;T_Real_min;T_Real_Acumulado_min;TT;Cumple_TT;Diferencia_TT_min;Porcentaje_TT;Operario_1;Operario_2;Operario_3;T_Real_horas;T_Espera_horas;T_Real_Acumulado_horas;Diferencia_TT_horas
133;133-B5-B4b;B4b;2025-08-14;ARTEFACTOS SANITARIOS;15.0;61.25;1126.8;60;False;1.25;102.08;JC;;;1.02;0.25;18.78;0.02
133;133-B5-B4b;B4b;2025-08-14;PUERTA Y CERRADURA;0.0;56.5;1183.3;60;True;-3.5;94.17;AF;;;0.94;0.0;19.72;-0.06
133;133-B5-B4b;B4b;2025-08-14;ACCESORIOS DE BAÑO;0.0;3.92;1187.22;30;True;-26.08;13.06;MC;;;0.07;0.0;19.79;-0.43
133;133-B5-B4b;B4b;2025-08-14;REV. EXTERIOR + SALIDA SVC;0.0;60.87;1248.08;60;False;0.87;101.44;SN;DS;;1.01;0.0;20.8;0.01
133;133-B5-B4b;B4b;2025-08-14;ARTEFACTOS ELÉCTRICOS;0.0;71.55;1319.63;30;False;41.55;238.5;MC;;;1.19;0.0;21.99;0.69
133;133-B5-B4b;B4b;2025-08-14;TERCIADO CIELO;0.0;19.22;1338.85;30;True;-10.78;64.06;SN;CA;;0.32;0.0;22.31;-0.18
133;133-B5-B4b;B4b;2025-08-19;FUNCIONALIDAD;0.0;16.15;1355.0;40;True;-23.85;40.37;JC;;;0.27;0.0;22.58;-0.4
133;133-B5-B4b;B4b;2025-08-19;ASEO;0.0;40.47;1395.47;60;True;-19.53;67.44;DS;;;0.67;0.0;23.26;-0.33
133;133-B5-B4b;B4b;2025-08-19;PILASTRAS + TOPE + ÁNGULO;0.0;34.5;1429.97;60;True;-25.5;57.5;RH;;;0.57;0.0;23.83;-0.42
133;133-B5-B4b;B4b;2025-08-19;SELLO EXTERIOR + ESPUMA;0.0;61.57;1491.53;40;False;21.57;153.92;JCO;;;1.03;0.0;24.86;0.36
133;133-B5-B4b;B4b;2025-08-19;SELLOS;0.0;60.72;1552.25;60;False;0.72;101.19;PH;;;1.01;0.0;25.87;0.01
134;134-B5-B4;B4;2025-08-19;ARMADO TABIQUES 1;0.0;41.08;41.08;20;False;21.08;205.42;CA;;;0.68;0.0;0.68;0.35
134;134-B5-B4;B4;2025-08-19;ARMADO TABIQUES 2;0.0;33.35;74.43;20;False;13.35;166.75;JCO;;;0.56;0.0;1.24;0.22
134;134-B5-B4;B4;2025-08-19;ARMADO TABIQUES 3;0.0;7.88;82.32;20;True;-12.12;39.42;JCO;;;0.13;0.0;1.37;-0.2
134;134-B5-B4;B4;2025-08-19;ARMADO TABIQUES 4;0.0;14.23;96.55;20;True;-5.77;71.17;CA;;;0.24;0.0;1.61;-0.1
134;134-B5-B4;B4;2025-08-19;ARMADO TABIQUES 5;0.0;16.52;113.07;20;True;-3.48;82.58;CA;;;0.28;0.0;1.88;-0.06
134;134-B5-B4;B4;2025-08-19;ARMADO TABIQUES 6;0.0;20.18;133.25;20;False;0.18;100.92;JCO;;;0.34;0.0;2.22;0.0
134;134-B5-B4;B4;2025-08-19;ARMADO JAULAS;0.0;52.07;185.32;60;True;-7.93;86.78;CA;DS;;0.87;0.0;3.09;-0.13
134;134-B5-B4;B4;2025-08-19;REVESTIMIENTO DE MUROS;0.0;40.18;225.5;60;True;-19.82;66.97;SN;;;0.67;0.0;3.76;-0.33
134;134-B5-B4;B4;2025-08-19;CANALIZACIÓN ELÉCTRICA;0.0;49.83;275.33;60;True;-10.17;83.06;MC;;;0.83;0.0;4.59;-0.17
134;134-B5-B4;B4;2025-08-19;RED AGUA POTABLE;0.0;64.67;340.0;60;False;4.67;107.78;JC;;;1.08;0.0;5.67;0.08
134;134-B5-B4;B4;2025-08-19;REFUERZOS;0.0;38.23;378.23;60;True;-21.77;63.72;JCO;;;0.64;0.0;6.3;-0.36
134;134-B5-B4;B4;2025-08-19;TRATAMIENTO UNIONES;0.0;34.08;412.32;60;True;-25.92;56.81;JA;;;0.57;0.0;6.87;-0.43
134;134-B5-B4;B4;2025-08-19;PAVIMENTO SPC;0.0;40.28;452.6;60;True;-19.72;67.14;DS;;;0.67;0.0;7.54;-0.33
134;134-B5-B4;B4;2025-08-19;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;45.25;497.85;60;True;-14.75;75.42;AF;;;0.75;0.0;8.3;-0.25
134;134-B5-B4;B4;2025-08-19;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;35.42;533.27;60;True;-24.58;59.03;DS;MC;;0.59;0.0;8.89;-0.41
134;134-B5-B4;B4;2025-08-19;CERÁMICA LADO WC;0.0;43.13;576.4;60;True;-16.87;71.89;DS;MC;;0.72;0.0;9.61;-0.28
134;134-B5-B4;B4;2025-08-19;CERÁMICA LADO PUERTA;0.0;73.38;649.78;60;False;13.38;122.31;DS;MC;;1.22;0.0;10.83;0.22
134;134-B5-B4;B4;2025-08-19;MURO SPC;0.0;64.67;714.45;60;False;4.67;107.78;SN;;;1.08;0.0;11.91;0.08
134;134-B5-B4;B4;2025-08-19;RED ALC + PRUEBA;7.0;39.8;754.25;60;True;-20.2;66.33;JC;;;0.66;0.12;12.57;-0.34
134;134-B5-B4;B4;2025-08-20;FRAGÜE;0.0;31.47;785.72;60;True;-28.53;52.44;PH;;;0.52;0.0;13.1;-0.48
134;134-B5-B4;B4;2025-08-21;MONTAJE DE CIELO;0.0;32.35;818.07;60;True;-27.65;53.92;AF;;;0.54;0.0;13.63;-0.46
134;134-B5-B4;B4;2025-08-21;ACCESORIOS ELÉCTRICOS;0.0;22.55;840.62;60;True;-37.45;37.58;MC;;;0.38;0.0;14.01;-0.62
134;134-B5-B4;B4;2025-08-21;CENEFA Y CORNISAS;0.0;37.63;878.25;60;True;-22.37;62.72;AF;;;0.63;0.0;14.64;-0.37
134;134-B5-B4;B4;2025-08-21;ZÓCALOS Y FALDÓN;0.0;39.1;917.35;60;True;-20.9;65.17;SN;;;0.65;0.0;15.29;-0.35
134;134-B5-B4;B4;2025-08-21;AISLACIÓN EXTERIOR;15.0;62.08;979.43;60;False;2.08;103.47;DS;;;1.03;0.25;16.32;0.03
134;134-B5-B4;B4;2025-08-21;ARTEFACTOS SANITARIOS;0.0;58.13;1037.57;60;True;-1.87;96.89;JC;;;0.97;0.0;17.29;-0.03
134;134-B5-B4;B4;2025-08-22;INST. MAMPARA;0.0;78.0;1115.57;60;False;18.0;130.0;AF;;;1.3;0.0;18.59;0.3
134;134-B5-B4;B4;2025-08-22;PUERTA Y CERRADURA;0.0;78.4;1193.97;60;False;18.4;130.67;AF;;;1.31;0.0;19.9;0.31
134;134-B5-B4;B4;2025-08-22;REV. EXTERIOR + SALIDA SVC;0.0;78.35;1272.32;60;False;18.35;130.58;SN;DS;;1.31;0.0;21.21;0.31
134;134-B5-B4;B4;2025-08-22;ARTEFACTOS ELÉCTRICOS;0.0;38.1;1310.42;30;False;8.1;127.0;MC;;;0.64;0.0;21.84;0.14
134;134-B5-B4;B4;2025-08-22;ACCESORIOS DE BAÑO;0.0;29.12;1339.53;30;True;-0.88;97.06;MC;;;0.49;0.0;22.33;-0.01
134;134-B5-B4;B4;2025-08-22;TERCIADO CIELO;0.0;30.62;1370.15;30;False;0.62;102.06;CA;;;0.51;0.0;22.84;0.01
134;134-B5-B4;B4;2025-08-22;FUNCIONALIDAD;0.0;30.1;1400.25;40;True;-9.9;75.25;JC;;;0.5;0.0;23.34;-0.16
134;134-B5-B4;B4;2025-08-22;ASEO;0.0;46.95;1447.2;60;True;-13.05;78.25;PH;;;0.78;0.0;24.12;-0.22
135;135-B5-B6E;B6E;2025-08-19;ARMADO TABIQUES 1;0.0;38.05;38.05;20;False;18.05;190.25;JCO;;;0.63;0.0;0.63;0.3
135;135-B5-B6E;B6E;2025-08-19;ARMADO TABIQUES 2;0.0;23.83;61.88;20;False;3.83;119.17;CA;;;0.4;0.0;1.03;0.06
135;135-B5-B6E;B6E;2025-08-19;ARMADO TABIQUES 3;0.0;20.8;82.68;20;False;0.8;104.0;JCO;;;0.35;0.0;1.38;0.01
135;135-B5-B6E;B6E;2025-08-19;ARMADO TABIQUES 4;0.0;16.83;99.52;20;True;-3.17;84.17;CA;;;0.28;0.0;1.66;-0.05
135;135-B5-B6E;B6E;2025-08-19;ARMADO TABIQUES 5;0.0;5.12;104.63;20;True;-14.88;25.58;JCO;;;0.09;0.0;1.74;-0.25
135;135-B5-B6E;B6E;2025-08-19;ARMADO TABIQUES 6;0.0;4.52;109.15;20;True;-15.48;22.58;CA;;;0.08;0.0;1.82;-0.26
135;135-B5-B6E;B6E;2025-08-19;ARMADO JAULAS;0.0;48.77;157.92;60;True;-11.23;81.28;CA;DS;;0.81;0.0;2.63;-0.19
135;135-B5-B6E;B6E;2025-08-19;REVESTIMIENTO DE MUROS;0.0;44.17;202.08;60;True;-15.83;73.61;SN;;;0.74;0.0;3.37;-0.26
135;135-B5-B6E;B6E;2025-08-19;CANALIZACIÓN ELÉCTRICA;0.0;50.38;252.47;60;True;-9.62;83.97;MC;;;0.84;0.0;4.21;-0.16
135;135-B5-B6E;B6E;2025-08-19;RED AGUA POTABLE;0.0;72.0;324.47;60;False;12.0;120.0;JC;;;1.2;0.0;5.41;0.2
135;135-B5-B6E;B6E;2025-08-19;REFUERZOS;0.0;39.75;364.22;60;True;-20.25;66.25;JCO;;;0.66;0.0;6.07;-0.34
135;135-B5-B6E;B6E;2025-08-19;TRATAMIENTO UNIONES;0.0;33.9;398.12;60;True;-26.1;56.5;JA;;;0.56;0.0;6.64;-0.44
135;135-B5-B6E;B6E;2025-08-19;PAVIMENTO SPC;0.0;42.08;440.2;60;True;-17.92;70.14;DS;;;0.7;0.0;7.34;-0.3
135;135-B5-B6E;B6E;2025-08-19;INSTALACIÖN DE TINA/RECEPTÁCULO;12.75;44.15;484.35;60;True;-15.85;73.58;AF;;;0.74;0.21;8.07;-0.26
135;135-B5-B6E;B6E;2025-08-19;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;126.92;611.27;60;False;66.92;211.53;CA;;;2.12;0.0;10.19;1.12
135;135-B5-B6E;B6E;2025-08-19;CERÁMICA LADO WC;0.0;64.7;675.97;60;False;4.7;107.83;CA;MC;;1.08;0.0;11.27;0.08
135;135-B5-B6E;B6E;2025-08-19;CERÁMICA LADO PUERTA;0.0;68.93;744.9;60;False;8.93;114.89;CA;MC;;1.15;0.0;12.42;0.15
135;135-B5-B6E;B6E;2025-08-19;MURO SPC;0.0;38.48;783.38;60;True;-21.52;64.14;SN;;;0.64;0.0;13.06;-0.36
135;135-B5-B6E;B6E;2025-08-19;RED ALC + PRUEBA;0.0;50.18;833.57;60;True;-9.82;83.64;JC;;;0.84;0.0;13.89;-0.16
135;135-B5-B6E;B6E;2025-08-21;FRAGÜE;0.0;64.0;897.57;60;False;4.0;106.67;DS;;;1.07;0.0;14.96;0.07
135;135-B5-B6E;B6E;2025-08-21;MONTAJE DE CIELO;15.0;22.67;920.23;60;True;-37.33;37.78;CA;;;0.38;0.25;15.34;-0.62
135;135-B5-B6E;B6E;2025-08-21;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;36.67;956.9;60;True;-23.33;61.11;MC;;;0.61;0.0;15.95;-0.39
135;135-B5-B6E;B6E;2025-08-21;ACCESORIOS ELÉCTRICOS;0.0;23.83;980.73;60;True;-36.17;39.72;MC;;;0.4;0.0;16.35;-0.6
135;135-B5-B6E;B6E;2025-08-21;CENEFA Y CORNISAS;0.0;39.88;1020.62;60;True;-20.12;66.47;AF;;;0.66;0.0;17.01;-0.34
135;135-B5-B6E;B6E;2025-08-21;ZÓCALOS Y FALDÓN;0.0;53.22;1073.83;60;True;-6.78;88.69;SN;;;0.89;0.0;17.9;-0.11
135;135-B5-B6E;B6E;2025-08-21;AISLACIÓN EXTERIOR;0.0;53.25;1127.08;60;True;-6.75;88.75;DS;;;0.89;0.0;18.78;-0.11
135;135-B5-B6E;B6E;2025-08-21;ARTEFACTOS SANITARIOS;0.0;65.67;1192.75;60;False;5.67;109.44;JC;;;1.09;0.0;19.88;0.09
135;135-B5-B6E;B6E;2025-08-22;PUERTA Y CERRADURA;0.0;77.95;1270.7;60;False;17.95;129.92;AF;;;1.3;0.0;21.18;0.3
135;135-B5-B6E;B6E;2025-08-22;REV. EXTERIOR + SALIDA SVC;0.0;61.9;1332.6;60;False;1.9;103.17;SN;DS;;1.03;0.0;22.21;0.03
135;135-B5-B6E;B6E;2025-08-25;ARTEFACTOS ELÉCTRICOS;0.0;35.75;1368.35;30;False;5.75;119.17;MC;;;0.6;0.0;22.81;0.1
135;135-B5-B6E;B6E;2025-08-25;ACCESORIOS DE BAÑO;0.0;14.58;1382.93;30;True;-15.42;48.61;MC;;;0.24;0.0;23.05;-0.26
135;135-B5-B6E;B6E;2025-08-25;TERCIADO CIELO;0.0;46.95;1429.88;30;False;16.95;156.5;CA;;;0.78;0.0;23.83;0.28
135;135-B5-B6E;B6E;2025-08-25;FUNCIONALIDAD;0.0;30.08;1459.97;40;True;-9.92;75.21;JC;;;0.5;0.0;24.33;-0.17
135;135-B5-B6E;B6E;2025-08-25;ASEO;0.0;45.52;1505.48;60;True;-14.48;75.86;PH;;;0.76;0.0;25.09;-0.24
136;136-B5-B6;B6;2025-08-19;ARMADO TABIQUES 1;0.0;35.47;35.47;20;False;15.47;177.33;JCO;;;0.59;0.0;0.59;0.26
136;136-B5-B6;B6;2025-08-19;ARMADO TABIQUES 2;0.0;23.6;59.07;20;False;3.6;118.0;CA;;;0.39;0.0;0.98;0.06
136;136-B5-B6;B6;2025-08-19;ARMADO TABIQUES 3;0.0;21.63;80.7;20;False;1.63;108.17;JCO;;;0.36;0.0;1.34;0.03
136;136-B5-B6;B6;2025-08-19;ARMADO TABIQUES 4;0.0;25.37;106.07;20;False;5.37;126.83;JCO;;;0.42;0.0;1.77;0.09
136;136-B5-B6;B6;2025-08-19;ARMADO TABIQUES 5;0.0;5.87;111.93;20;True;-14.13;29.33;JCO;;;0.1;0.0;1.87;-0.24
136;136-B5-B6;B6;2025-08-19;ARMADO TABIQUES 6;0.0;8.93;120.87;20;True;-11.07;44.67;JCO;;;0.15;0.0;2.01;-0.18
136;136-B5-B6;B6;2025-08-19;ARMADO JAULAS;12.0;59.0;179.87;60;True;-1.0;98.33;CA;DS;;0.98;0.2;3.0;-0.02
136;136-B5-B6;B6;2025-08-19;REVESTIMIENTO DE MUROS;0.0;35.17;215.03;60;True;-24.83;58.61;SN;;;0.59;0.0;3.58;-0.41
136;136-B5-B6;B6;2025-08-19;CANALIZACIÓN ELÉCTRICA;0.0;40.32;255.35;60;True;-19.68;67.19;MC;;;0.67;0.0;4.26;-0.33
136;136-B5-B6;B6;2025-08-19;RED AGUA POTABLE;0.0;50.8;306.15;60;True;-9.2;84.67;JC;;;0.85;0.0;5.1;-0.15
136;136-B5-B6;B6;2025-08-19;REFUERZOS;0.0;40.15;346.3;60;True;-19.85;66.92;JCO;;;0.67;0.0;5.77;-0.33
136;136-B5-B6;B6;2025-08-19;TRATAMIENTO UNIONES;0.0;32.77;379.07;60;True;-27.23;54.61;JA;;;0.55;0.0;6.32;-0.45
136;136-B5-B6;B6;2025-08-19;PAVIMENTO SPC;0.0;20.7;399.77;60;True;-39.3;34.5;SN;DS;;0.34;0.0;6.66;-0.65
136;136-B5-B6;B6;2025-08-19;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;44.0;443.77;60;True;-16.0;73.33;AF;;;0.73;0.0;7.4;-0.27
136;136-B5-B6;B6;2025-08-19;CERÁMICA LADO WC;0.0;125.0;568.77;60;False;65.0;208.33;AF;;;2.08;0.0;9.48;1.08
136;136-B5-B6;B6;2025-08-19;CERÁMICA LADO PUERTA;0.0;43.18;611.95;60;True;-16.82;71.97;SN;DS;;0.72;0.0;10.2;-0.28
136;136-B5-B6;B6;2025-08-19;MURO SPC;0.0;35.07;647.02;60;True;-24.93;58.44;SN;;;0.58;0.0;10.78;-0.42
136;136-B5-B6;B6;2025-08-19;RED ALC + PRUEBA;0.0;24.65;671.67;60;True;-35.35;41.08;JC;;;0.41;0.0;11.19;-0.59
136;136-B5-B6;B6;2025-08-21;FRAGÜE;0.0;59.4;731.07;60;True;-0.6;99.0;PH;;;0.99;0.0;12.18;-0.01
136;136-B5-B6;B6;2025-08-21;MONTAJE DE CIELO;0.0;22.5;753.57;60;True;-37.5;37.5;CA;;;0.38;0.0;12.56;-0.62
136;136-B5-B6;B6;2025-08-21;ACCESORIOS ELÉCTRICOS;0.0;19.27;772.83;60;True;-40.73;32.11;MC;;;0.32;0.0;12.88;-0.68
136;136-B5-B6;B6;2025-08-21;CENEFA Y CORNISAS;0.0;36.92;809.75;60;True;-23.08;61.53;AF;;;0.62;0.0;13.5;-0.38
136;136-B5-B6;B6;2025-08-21;ZÓCALOS Y FALDÓN;0.0;39.32;849.07;60;True;-20.68;65.53;SN;;;0.66;0.0;14.15;-0.34
136;136-B5-B6;B6;2025-08-21;AISLACIÓN EXTERIOR;0.0;45.42;894.48;60;True;-14.58;75.69;DS;;;0.76;0.0;14.91;-0.24
136;136-B5-B6;B6;2025-08-21;ARTEFACTOS SANITARIOS;0.0;58.0;952.48;60;True;-2.0;96.67;JC;;;0.97;0.0;15.87;-0.03
136;136-B5-B6;B6;2025-08-25;PUERTA Y CERRADURA;0.0;72.67;1025.15;60;False;12.67;121.11;AF;;;1.21;0.0;17.09;0.21
136;136-B5-B6;B6;2025-08-25;REV. EXTERIOR + SALIDA SVC;0.0;65.0;1090.15;60;False;5.0;108.33;SN;DS;;1.08;0.0;18.17;0.08
136;136-B5-B6;B6;2025-08-25;ACCESORIOS DE BAÑO;0.0;9.05;1099.2;30;True;-20.95;30.17;MC;;;0.15;0.0;18.32;-0.35
136;136-B5-B6;B6;2025-08-25;TERCIADO CIELO;0.0;46.08;1145.28;30;False;16.08;153.61;CA;;;0.77;0.0;19.09;0.27
136;136-B5-B6;B6;2025-08-25;FUNCIONALIDAD;0.0;20.0;1165.28;40;True;-20.0;50.0;JC;;;0.33;0.0;19.42;-0.33
136;136-B5-B6;B6;2025-08-25;ASEO;0.0;59.25;1224.53;60;True;-0.75;98.75;DS;;;0.99;0.0;20.41;-0.01
136;136-B5-B6;B6;2025-08-28;PILASTRAS + TOPE + ÁNGULO;0.0;106.58;1331.12;60;False;46.58;177.64;RH;;;1.78;0.0;22.19;0.78
137;137-B5-B2;B2;2025-08-25;REV. EXTERIOR + SALIDA SVC;0.0;28.28;28.28;60;True;-31.72;47.14;SN;;;0.47;0.0;0.47;-0.53
137;137-B5-B2;B2;2025-08-25;CANALIZACIÓN ELÉCTRICA;0.0;44.35;72.63;60;True;-15.65;73.92;MC;;;0.74;0.0;1.21;-0.26
137;137-B5-B2;B2;2025-08-25;RED AGUA POTABLE;0.0;36.45;109.08;60;True;-23.55;60.75;JC;;;0.61;0.0;1.82;-0.39
137;137-B5-B2;B2;2025-08-25;REFUERZOS;0.0;43.08;152.17;60;True;-16.92;71.81;JCO;;;0.72;0.0;2.54;-0.28
137;137-B5-B2;B2;2025-08-25;TRATAMIENTO UNIONES;0.0;20.62;172.78;60;True;-39.38;34.36;JA;;;0.34;0.0;2.88;-0.66
137;137-B5-B2;B2;2025-08-25;PAVIMENTO SPC;0.0;32.2;204.98;60;True;-27.8;53.67;SN;;;0.54;0.0;3.42;-0.46
137;137-B5-B2;B2;2025-08-27;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;32.2;237.18;60;True;-27.8;53.67;SN;;;0.54;0.0;3.95;-0.46
137;137-B5-B2;B2;2025-08-27;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;66.17;303.35;60;False;6.17;110.28;DS;MC;;1.1;0.0;5.06;0.1
137;137-B5-B2;B2;2025-08-27;CERÁMICA LADO WC;0.0;70.77;374.12;60;False;10.77;117.94;DS;MC;;1.18;0.0;6.24;0.18
137;137-B5-B2;B2;2025-08-27;CERÁMICA LADO PUERTA;0.0;56.77;430.88;60;True;-3.23;94.61;DS;MC;;0.95;0.0;7.18;-0.05
137;137-B5-B2;B2;2025-08-27;MURO SPC;0.0;37.22;468.1;60;True;-22.78;62.03;SN;;;0.62;0.0;7.8;-0.38
137;137-B5-B2;B2;2025-08-27;RED ALC + PRUEBA;0.0;46.95;515.05;60;True;-13.05;78.25;JC;;;0.78;0.0;8.58;-0.22
137;137-B5-B2;B2;2025-08-27;FRAGÜE;0.0;36.03;551.08;60;True;-23.97;60.06;DS;;;0.6;0.0;9.18;-0.4
137;137-B5-B2;B2;2025-08-27;MONTAJE DE CIELO;0.0;26.05;577.13;60;True;-33.95;43.42;CA;;;0.43;0.0;9.62;-0.57
137;137-B5-B2;B2;2025-08-27;ACCESORIOS ELÉCTRICOS;0.0;18.63;595.77;60;True;-41.37;31.06;MC;;;0.31;0.0;9.93;-0.69
137;137-B5-B2;B2;2025-08-27;CENEFA Y CORNISAS;0.0;43.12;638.88;60;True;-16.88;71.86;SN;;;0.72;0.0;10.65;-0.28
137;137-B5-B2;B2;2025-08-27;ZÓCALOS Y FALDÓN;0.0;18.58;657.47;60;True;-41.42;30.97;SN;;;0.31;0.0;10.96;-0.69
137;137-B5-B2;B2;2025-08-27;AISLACIÓN EXTERIOR;0.0;46.2;703.67;60;True;-13.8;77.0;DS;;;0.77;0.0;11.73;-0.23
137;137-B5-B2;B2;2025-08-27;ARTEFACTOS SANITARIOS;0.0;49.45;753.12;60;True;-10.55;82.42;JC;;;0.82;0.0;12.55;-0.18
137;137-B5-B2;B2;2025-08-28;INST. MAMPARA;0.0;45.2;798.32;60;True;-14.8;75.33;RH;;;0.75;0.0;13.31;-0.25
137;137-B5-B2;B2;2025-08-28;ARTEFACTOS ELÉCTRICOS;0.0;36.0;834.32;30;False;6.0;120.0;MC;;;0.6;0.0;13.91;0.1
137;137-B5-B2;B2;2025-08-28;ACCESORIOS DE BAÑO;0.0;11.25;845.57;30;True;-18.75;37.5;MC;;;0.19;0.0;14.09;-0.31
137;137-B5-B2;B2;2025-08-28;TERCIADO CIELO;0.0;44.2;889.77;30;False;14.2;147.33;AF;;;0.74;0.0;14.83;0.24
137;137-B5-B2;B2;2025-08-28;FUNCIONALIDAD;0.0;33.3;923.07;40;True;-6.7;83.25;JC;;;0.55;0.0;15.38;-0.11
138;138-B5-B2E;B2E;2025-08-19;ARMADO TABIQUES 1;0.0;23.55;23.55;20;False;3.55;117.75;JCO;;;0.39;0.0;0.39;0.06
138;138-B5-B2E;B2E;2025-08-19;ARMADO TABIQUES 2;0.0;27.0;50.55;20;False;7.0;135.0;CA;;;0.45;0.0;0.84;0.12
138;138-B5-B2E;B2E;2025-08-19;ARMADO TABIQUES 3;0.0;18.55;69.1;20;True;-1.45;92.75;JCO;;;0.31;0.0;1.15;-0.02
138;138-B5-B2E;B2E;2025-08-19;ARMADO TABIQUES 4;0.0;24.5;93.6;20;False;4.5;122.5;CA;;;0.41;0.0;1.56;0.08
138;138-B5-B2E;B2E;2025-08-19;ARMADO JAULAS;0.0;43.62;137.22;60;True;-16.38;72.69;CA;;;0.73;0.0;2.29;-0.27
138;138-B5-B2E;B2E;2025-08-19;REVESTIMIENTO DE MUROS;0.0;38.13;175.35;60;True;-21.87;63.56;SN;;;0.64;0.0;2.92;-0.36
138;138-B5-B2E;B2E;2025-08-19;CANALIZACIÓN ELÉCTRICA;0.0;39.37;214.72;60;True;-20.63;65.61;MC;;;0.66;0.0;3.58;-0.34
138;138-B5-B2E;B2E;2025-08-19;RED AGUA POTABLE;0.0;40.75;255.47;60;True;-19.25;67.92;JC;;;0.68;0.0;4.26;-0.32
138;138-B5-B2E;B2E;2025-08-19;REFUERZOS;0.0;41.3;296.77;60;True;-18.7;68.83;JCO;;;0.69;0.0;4.95;-0.31
138;138-B5-B2E;B2E;2025-08-19;TRATAMIENTO UNIONES;0.0;31.18;327.95;60;True;-28.82;51.97;JA;;;0.52;0.0;5.47;-0.48
138;138-B5-B2E;B2E;2025-08-19;PAVIMENTO SPC;0.0;37.92;365.87;60;True;-22.08;63.19;SN;;;0.63;0.0;6.1;-0.37
138;138-B5-B2E;B2E;2025-08-19;INSTALACIÖN DE TINA/RECEPTÁCULO;10.0;39.27;405.13;60;True;-20.73;65.44;AF;;;0.65;0.17;6.75;-0.35
138;138-B5-B2E;B2E;2025-08-19;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;70.0;475.13;60;False;10.0;116.67;DS;;;1.17;0.0;7.92;0.17
138;138-B5-B2E;B2E;2025-08-19;CERÁMICA LADO WC;0.0;90.27;565.4;60;False;30.27;150.44;CA;AF;;1.5;0.0;9.42;0.5
138;138-B5-B2E;B2E;2025-08-19;CERÁMICA LADO PUERTA;0.15;38.97;604.37;60;True;-21.03;64.94;CA;AF;;0.65;0.0;10.07;-0.35
138;138-B5-B2E;B2E;2025-08-19;MURO SPC;0.0;23.0;627.37;60;True;-37.0;38.33;SN;CA;DS;0.38;0.0;10.46;-0.62
138;138-B5-B2E;B2E;2025-08-21;RED ALC + PRUEBA;0.0;67.0;694.37;60;False;7.0;111.67;JC;;;1.12;0.0;11.57;0.12
138;138-B5-B2E;B2E;2025-08-21;FRAGÜE;0.0;59.05;753.42;60;True;-0.95;98.42;DS;;;0.98;0.0;12.56;-0.02
138;138-B5-B2E;B2E;2025-08-21;MONTAJE DE CIELO;0.0;23.0;776.42;60;True;-37.0;38.33;CA;;;0.38;0.0;12.94;-0.62
138;138-B5-B2E;B2E;2025-08-21;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;34.58;811.0;60;True;-25.42;57.64;MC;;;0.58;0.0;13.52;-0.42
138;138-B5-B2E;B2E;2025-08-21;ACCESORIOS ELÉCTRICOS;0.0;20.82;831.82;60;True;-39.18;34.69;MC;;;0.35;0.0;13.86;-0.65
138;138-B5-B2E;B2E;2025-08-21;CENEFA Y CORNISAS;0.0;64.0;895.82;60;False;4.0;106.67;AF;;;1.07;0.0;14.93;0.07
138;138-B5-B2E;B2E;2025-08-21;ZÓCALOS Y FALDÓN;0.0;38.15;933.97;60;True;-21.85;63.58;SN;;;0.64;0.0;15.57;-0.36
138;138-B5-B2E;B2E;2025-08-21;AISLACIÓN EXTERIOR;0.0;36.35;970.32;60;True;-23.65;60.58;DS;;;0.61;0.0;16.17;-0.39
138;138-B5-B2E;B2E;2025-08-21;ARTEFACTOS SANITARIOS;0.0;76.0;1046.32;60;False;16.0;126.67;JC;;;1.27;0.0;17.44;0.27
138;138-B5-B2E;B2E;2025-08-25;INST. MAMPARA;0.0;56.77;1103.08;60;True;-3.23;94.61;RH;;;0.95;0.0;18.38;-0.05
138;138-B5-B2E;B2E;2025-08-25;PUERTA Y CERRADURA;0.0;76.0;1179.08;60;False;16.0;126.67;AF;;;1.27;0.0;19.65;0.27
138;138-B5-B2E;B2E;2025-08-25;REV. EXTERIOR + SALIDA SVC;0.0;50.52;1229.6;60;True;-9.48;84.19;SN;DS;;0.84;0.0;20.49;-0.16
138;138-B5-B2E;B2E;2025-08-25;ACCESORIOS DE BAÑO;0.0;6.6;1236.2;30;True;-23.4;22.0;MC;;;0.11;0.0;20.6;-0.39
138;138-B5-B2E;B2E;2025-08-25;TERCIADO CIELO;0.0;25.5;1261.7;30;True;-4.5;85.0;SN;CA;;0.42;0.0;21.03;-0.08
138;138-B5-B2E;B2E;2025-08-25;FUNCIONALIDAD;0.0;20.0;1281.7;40;True;-20.0;50.0;JC;;;0.33;0.0;21.36;-0.33
139;139-C1-B2;B2;2025-08-25;REVESTIMIENTO DE MUROS;0.0;29.43;29.43;60;True;-30.57;49.06;SN;;;0.49;0.0;0.49;-0.51
